Date,Bullish,Caution,Distribution,Bearish,Recuperation,Accumulation
2023-05-08,34.990059642147116,10.934393638170974,9.343936381709742,24.652087475149106,12.127236580516898,7.157057654075547
2023-05-09,33.39960238568588,12.326043737574553,9.145129224652088,26.24254473161034,11.928429423459244,6.163021868787276
2023-05-10,34.791252485089466,10.934393638170974,9.343936381709742,27.435387673956264,9.542743538767395,7.157057654075547
2023-05-11,34.39363817097416,9.74155069582505,10.337972166998012,27.833001988071572,11.133200795228628,5.7654075546719685
2023-05-12,35.984095427435385,8.747514910536779,9.145129224652088,27.833001988071572,10.536779324055665,6.958250497017893
2023-05-15,35.188866799204774,9.940357852882704,7.952286282306163,28.429423459244536,10.934393638170974,6.759443339960239
2023-05-16,32.40556660039761,9.145129224652088,11.133200795228628,33.00198807157058,7.5546719681908545,5.964214711729622
2023-05-17,34.990059642147116,8.548707753479125,8.946322067594433,30.019880715705767,9.74155069582505,6.958250497017893
2023-05-18,34.990059642147116,9.74155069582505,7.157057654075547,28.628230616302186,10.337972166998012,8.34990059642147
2023-05-19,35.387673956262425,8.747514910536779,7.5546719681908545,28.82703777335984,10.73558648111332,7.952286282306163
2023-05-22,36.381709741550694,8.946322067594433,7.157057654075547,27.236580516898606,11.133200795228628,8.34990059642147
2023-05-23,28.82703777335984,15.109343936381709,8.548707753479125,30.019880715705767,9.74155069582505,6.958250497017893
2023-05-24,23.856858846918488,19.08548707753479,9.940357852882704,34.1948310139165,6.36182902584493,5.7654075546719685
2023-05-25,21.669980119284293,18.09145129224652,12.524850894632205,33.79721669980119,7.3558648111332,5.7654075546719685
2023-05-26,23.45924453280318,18.687872763419485,11.332007952286283,32.20675944333996,6.759443339960239,6.759443339960239
2023-05-30,22.86282306163022,18.48906560636183,12.922465208747516,32.40556660039761,6.36182902584493,6.163021868787276
2023-05-31,24.254473161033797,18.290258449304176,11.72962226640159,34.990059642147116,5.168986083499006,4.7713717693836974
2023-06-01,26.043737574552683,17.495029821073558,11.530815109343937,31.01391650099404,7.952286282306163,5.168986083499006
2023-06-02,34.1948310139165,13.916500994035786,7.157057654075547,22.46520874751491,12.524850894632205,8.946322067594433
2023-06-05,33.59840954274354,14.7117296222664,6.759443339960239,24.254473161033797,11.72962226640159,8.151093439363818
2023-06-06,33.59840954274354,15.50695825049702,6.36182902584493,21.07355864811133,13.518886679920477,9.145129224652088
2023-06-07,36.18290258449304,13.12127236580517,6.958250497017893,16.898608349900595,16.50099403578529,9.542743538767395
2023-06-08,37.77335984095427,12.326043737574553,6.36182902584493,17.892644135188867,15.308151093439365,9.542743538767395
2023-06-09,34.990059642147116,15.109343936381709,5.964214711729622,18.687872763419485,15.50695825049702,8.946322067594433
2023-06-12,37.77335984095427,12.127236580516898,6.36182902584493,18.48906560636183,14.115308151093439,10.337972166998012
2023-06-13,40.15904572564612,10.536779324055665,6.36182902584493,14.512922465208748,16.69980119284294,10.934393638170974
2023-06-14,41.74950298210736,10.139165009940358,6.36182902584493,18.886679920477135,13.320079522862823,8.747514910536779
2023-06-15,45.12922465208747,9.145129224652088,3.7773359840954273,16.10337972166998,11.72962226640159,13.320079522862823
2023-06-16,47.912524850894634,7.5546719681908545,3.5785288270377733,14.910536779324055,14.115308151093439,11.133200795228628
2023-06-20,42.94234592445328,11.530815109343937,4.174950298210735,18.687872763419485,11.928429423459244,9.940357852882704
2023-06-21,45.12922465208747,9.74155069582505,3.5785288270377733,18.48906560636183,11.928429423459244,10.337972166998012
2023-06-22,44.731610337972164,9.940357852882704,3.180914512922465,22.46520874751491,11.133200795228628,7.75347912524851
2023-06-23,39.761431411530815,13.320079522862823,4.572564612326044,26.838966202783297,8.747514910536779,5.964214711729622
2023-06-26,43.141153081510936,11.530815109343937,2.982107355864811,23.856858846918488,10.337972166998012,7.3558648111332
2023-06-27,46.52087475149106,8.548707753479125,2.982107355864811,20.278330019880716,11.332007952286283,9.542743538767395
2023-06-28,44.53280318091451,9.343936381709742,4.174950298210735,21.47117296222664,10.934393638170974,8.747514910536779
2023-06-29,47.912524850894634,5.964214711729622,2.783300198807157,16.50099403578529,12.922465208747516,13.12127236580517
2023-06-30,50.29821073558648,4.572564612326044,2.584493041749503,14.910536779324055,13.518886679920477,13.320079522862823
2023-07-03,51.0934393638171,4.3737574552683895,2.1868787276341948,11.133200795228628,15.904572564612327,14.512922465208748
2023-07-05,52.087475149105366,4.174950298210735,1.7892644135188867,10.536779324055665,17.892644135188867,12.72365805168986
2023-07-06,48.70775347912525,6.958250497017893,1.9880715705765408,12.922465208747516,17.09741550695825,11.530815109343937
2023-07-07,46.91848906560636,8.34990059642147,2.584493041749503,12.326043737574553,16.302186878727635,12.72365805168986
2023-07-10,49.70178926441352,6.163021868787276,1.1928429423459244,13.518886679920477,14.512922465208748,14.115308151093439
2023-07-11,51.88866799204771,4.970178926441352,0.5964214711729622,10.337972166998012,14.7117296222664,16.69980119284294
2023-07-12,52.683896620278325,4.3737574552683895,0.5964214711729622,8.747514910536779,15.109343936381709,17.693836978131213
2023-07-13,53.677932405566594,3.3797216699801194,0.5964214711729622,8.946322067594433,14.115308151093439,18.48906560636183
2023-07-14,53.08151093439364,3.7773359840954273,0.7952286282306162,9.542743538767395,16.10337972166998,15.904572564612327
2023-07-17,53.28031809145129,3.180914512922465,1.1928429423459244,11.530815109343937,14.314115308151093,15.705765407554672
2023-07-18,53.28031809145129,3.7773359840954273,0.9940357852882704,11.332007952286283,13.717693836978132,16.10337972166998
2023-07-19,52.48508946322068,4.7713717693836974,0.5964214711729622,7.75347912524851,14.512922465208748,19.08548707753479
2023-07-20,51.88866799204771,4.174950298210735,1.3916500994035785,6.560636182902585,16.10337972166998,19.08548707753479
2023-07-21,52.087475149105366,3.9761431411530817,1.7892644135188867,6.560636182902585,14.7117296222664,20.07952286282306
2023-07-24,53.677932405566594,3.180914512922465,1.5904572564612325,5.36779324055666,15.50695825049702,19.880715705765407
2023-07-25,54.67196819085487,2.584493041749503,1.5904572564612325,6.759443339960239,14.115308151093439,19.4831013916501
2023-07-26,54.07554671968191,3.7773359840954273,1.7892644135188867,6.163021868787276,14.115308151093439,19.284294234592444
2023-07-27,51.88866799204771,5.36779324055666,3.180914512922465,10.337972166998012,12.72365805168986,15.705765407554672
2023-07-28,53.28031809145129,4.7713717693836974,2.982107355864811,8.151093439363818,15.50695825049702,14.512922465208748
2023-07-31,53.47912524850894,6.36182902584493,2.3856858846918487,6.560636182902585,14.115308151093439,16.302186878727635
2023-08-01,53.47912524850894,5.566600397614314,3.180914512922465,8.548707753479125,14.512922465208748,13.916500994035786
2023-08-02,49.10536779324055,9.145129224652088,5.7654075546719685,9.145129224652088,12.524850894632205,13.518886679920477
2023-08-03,45.52683896620278,9.542743538767395,8.946322067594433,10.73558648111332,11.332007952286283,13.12127236580517
2023-08-04,40.55666003976143,12.922465208747516,10.73558648111332,12.326043737574553,10.73558648111332,11.928429423459244
2023-08-07,44.93041749502982,10.73558648111332,8.946322067594433,11.72962226640159,10.73558648111332,12.127236580516898
2023-08-08,40.55666003976143,14.115308151093439,9.940357852882704,12.72365805168986,10.337972166998012,11.530815109343937
2023-08-09,39.562624254473164,14.7117296222664,10.337972166998012,12.72365805168986,9.74155069582505,12.127236580516898
2023-08-10,39.562624254473164,14.314115308151093,11.332007952286283,12.326043737574553,10.934393638170974,10.73558648111332
2023-08-11,38.36978131212724,15.904572564612327,11.133200795228628,12.524850894632205,10.337972166998012,10.934393638170974
2023-08-14,38.767395626242546,15.904572564612327,11.72962226640159,15.904572564612327,7.157057654075547,9.74155069582505
2023-08-15,34.1948310139165,18.886679920477135,12.922465208747516,18.886679920477135,6.560636182902585,7.75347912524851
2023-08-16,30.81510934393638,20.47713717693837,15.308151093439365,19.681908548707753,5.7654075546719685,7.157057654075547
2023-08-17,25.04970178926441,26.043737574552683,16.50099403578529,20.87475149105368,5.964214711729622,4.7713717693836974
2023-08-18,26.043737574552683,26.043737574552683,16.69980119284294,20.87475149105368,5.7654075546719685,3.7773359840954273
2023-08-21,26.043737574552683,25.646123260437374,17.495029821073558,21.07355864811133,4.970178926441352,3.9761431411530817
2023-08-22,23.061630218687874,26.44135188866799,19.681908548707753,22.46520874751491,5.36779324055666,2.1868787276341948
2023-08-23,31.610337972166995,19.880715705765407,17.892644135188867,22.664015904572565,4.970178926441352,2.1868787276341948
2023-08-24,24.652087475149106,25.646123260437374,19.284294234592444,23.26043737574553,4.572564612326044,1.7892644135188867
2023-08-25,29.025844930417495,21.868787276341948,18.48906560636183,23.658051689860834,4.3737574552683895,1.7892644135188867
2023-08-28,32.20675944333996,21.272365805168985,16.302186878727635,22.46520874751491,4.7713717693836974,2.1868787276341948
2023-08-29,35.785288270377734,20.87475149105368,12.922465208747516,19.4831013916501,5.964214711729622,4.174950298210735
2023-08-30,38.9662027833002,19.4831013916501,10.139165009940358,18.886679920477135,8.548707753479125,3.180914512922465
2023-08-31,38.17097415506958,16.898608349900595,13.518886679920477,23.26043737574553,4.174950298210735,3.180914512922465
2023-09-01,39.562624254473164,15.50695825049702,13.717693836978132,23.45924453280318,2.584493041749503,4.3737574552683895
2023-09-05,30.81510934393638,22.46520874751491,16.10337972166998,24.652087475149106,2.3856858846918487,2.783300198807157
2023-09-06,31.411530815109344,21.868787276341948,16.50099403578529,24.055666003976143,2.982107355864811,2.3856858846918487
2023-09-07,34.1948310139165,15.904572564612327,18.886679920477135,24.45328031809145,3.3797216699801194,2.3856858846918487
2023-09-08,33.59840954274354,16.302186878727635,18.886679920477135,25.24850894632207,2.783300198807157,2.3856858846918487
2023-09-11,33.79721669980119,17.892644135188867,16.69980119284294,24.254473161033797,4.174950298210735,2.3856858846918487
2023-09-12,31.411530815109344,19.681908548707753,17.09741550695825,23.45924453280318,4.7713717693836974,2.783300198807157
2023-09-13,30.218687872763418,20.278330019880716,18.09145129224652,23.061630218687874,3.7773359840954273,3.7773359840954273
2023-09-14,34.59244532803181,19.284294234592444,14.115308151093439,21.669980119284293,4.7713717693836974,4.7713717693836974
2023-09-15,30.019880715705767,21.272365805168985,16.302186878727635,23.061630218687874,4.174950298210735,4.3737574552683895
2023-09-18,33.00198807157058,19.681908548707753,14.512922465208748,22.46520874751491,5.566600397614314,3.9761431411530817
2023-09-19,29.82107355864811,20.87475149105368,15.308151093439365,25.04970178926441,5.566600397614314,2.584493041749503
2023-09-20,27.833001988071572,23.45924453280318,13.717693836978132,25.844930417495032,5.168986083499006,3.180914512922465
2023-09-21,18.09145129224652,28.429423459244536,18.687872763419485,28.429423459244536,3.7773359840954273,1.7892644135188867
2023-09-22,17.693836978131213,28.429423459244536,19.08548707753479,29.82107355864811,3.180914512922465,0.9940357852882704
2023-09-25,20.675944333996025,24.45328031809145,18.687872763419485,31.411530815109344,2.783300198807157,1.1928429423459244
2023-09-26,13.320079522862823,28.031809145129227,22.266401590457257,32.20675944333996,2.584493041749503,0.7952286282306162
2023-09-27,14.910536779324055,26.44135188866799,21.669980119284293,33.20079522862823,1.9880715705765408,0.9940357852882704
2023-09-28,18.48906560636183,25.24850894632207,18.687872763419485,32.80318091451292,3.180914512922465,0.7952286282306162
2023-09-29,14.314115308151093,28.628230616302186,19.880715705765407,32.20675944333996,3.5785288270377733,0.5964214711729622
2023-10-02,11.72962226640159,29.22465208747515,21.868787276341948,32.80318091451292,2.783300198807157,0.7952286282306162
2023-10-03,8.151093439363818,30.218687872763418,21.868787276341948,36.18290258449304,2.783300198807157,0.19880715705765406
2023-10-04,11.72962226640159,28.230616302186878,18.886679920477135,37.77335984095427,1.9880715705765408,0.7952286282306162
2023-10-05,14.314115308151093,24.45328031809145,19.4831013916501,38.36978131212724,2.1868787276341948,0.5964214711729622
2023-10-06,16.302186878727635,24.45328031809145,16.50099403578529,37.17693836978131,3.180914512922465,1.7892644135188867
2023-10-09,20.278330019880716,23.45924453280318,12.326043737574553,36.58051689860835,4.7713717693836974,1.9880715705765408
2023-10-10,23.26043737574553,22.067594433399602,10.139165009940358,36.18290258449304,4.3737574552683895,3.3797216699801194
2023-10-11,27.435387673956264,19.284294234592444,7.952286282306163,36.381709741550694,4.3737574552683895,3.9761431411530817
2023-10-12,24.055666003976143,19.4831013916501,10.337972166998012,37.57455268389662,3.5785288270377733,4.3737574552683895
2023-10-13,23.26043737574553,17.892644135188867,12.524850894632205,38.36978131212724,3.9761431411530817,3.3797216699801194
2023-10-16,26.640159045725646,17.495029821073558,8.34990059642147,36.97813121272366,4.7713717693836974,5.168986083499006
2023-10-17,28.82703777335984,15.50695825049702,7.952286282306163,34.39363817097416,7.3558648111332,5.36779324055666
2023-10-18,21.868787276341948,19.08548707753479,9.940357852882704,38.17097415506958,6.36182902584493,3.9761431411530817
2023-10-19,19.08548707753479,20.07952286282306,11.72962226640159,41.94831013916501,2.3856858846918487,4.174950298210735
2023-10-20,15.308151093439365,21.47117296222664,13.320079522862823,43.538767395626245,3.3797216699801194,2.3856858846918487
2023-10-23,13.717693836978132,22.266401590457257,13.320079522862823,44.93041749502982,2.584493041749503,2.584493041749503
2023-10-24,14.7117296222664,21.272365805168985,12.922465208747516,44.135188866799204,3.180914512922465,3.180914512922465
2023-10-25,12.127236580516898,20.675944333996025,15.109343936381709,46.3220675944334,1.9880715705765408,3.180914512922465
2023-10-26,12.72365805168986,17.892644135188867,16.50099403578529,46.91848906560636,1.7892644135188867,3.5785288270377733
2023-10-27,8.34990059642147,18.48906560636183,20.07952286282306,49.10536779324055,1.7892644135188867,1.5904572564612325
2023-10-30,11.530815109343937,19.681908548707753,15.109343936381709,48.9065606361829,1.9880715705765408,2.1868787276341948
2023-10-31,16.10337972166998,17.296222664015904,13.12127236580517,45.72564612326044,3.5785288270377733,3.5785288270377733
2023-11-01,20.675944333996025,14.910536779324055,11.332007952286283,44.731610337972164,3.5785288270377733,4.174950298210735
2023-11-02,27.435387673956264,13.320079522862823,7.157057654075547,36.18290258449304,10.337972166998012,4.970178926441352
2023-11-03,30.417495029821072,12.326043737574553,5.168986083499006,30.417495029821072,14.910536779324055,6.163021868787276
2023-11-06,30.417495029821072,11.928429423459244,6.36182902584493,32.40556660039761,13.518886679920477,4.7713717693836974
2023-11-07,31.411530815109344,10.139165009940358,7.157057654075547,33.20079522862823,12.922465208747516,4.572564612326044
2023-11-08,33.20079522862823,10.139165009940358,6.163021868787276,33.99602385685885,12.72365805168986,3.180914512922465
2023-11-09,31.610337972166995,10.139165009940358,7.157057654075547,36.779324055666,10.73558648111332,2.982107355864811
2023-11-10,34.39363817097416,9.542743538767395,5.168986083499006,29.82107355864811,16.10337972166998,4.3737574552683895
2023-11-13,33.99602385685885,9.542743538767395,4.970178926441352,32.20675944333996,15.308151093439365,3.3797216699801194
2023-11-14,38.9662027833002,6.36182902584493,2.584493041749503,21.669980119284293,19.4831013916501,10.337972166998012
2023-11-15,39.761431411530815,6.163021868787276,1.9880715705765408,20.07952286282306,20.675944333996025,10.73558648111332
2023-11-16,38.17097415506958,6.560636182902585,3.3797216699801194,20.675944333996025,19.4831013916501,11.133200795228628
2023-11-17,38.9662027833002,5.7654075546719685,2.584493041749503,17.495029821073558,19.08548707753479,15.50695825049702
2023-11-20,39.363817097415506,5.36779324055666,2.1868787276341948,16.302186878727635,20.07952286282306,16.10337972166998
2023-11-21,38.56858846918489,5.36779324055666,2.982107355864811,16.898608349900595,20.47713717693837,15.109343936381709
2023-11-22,38.767395626242546,5.566600397614314,2.584493041749503,14.7117296222664,19.880715705765407,17.892644135188867
2023-11-24,39.363817097415506,5.566600397614314,1.3916500994035785,12.922465208747516,20.675944333996025,19.4831013916501
2023-11-27,39.761431411530815,4.970178926441352,1.9880715705765408,15.705765407554672,19.284294234592444,17.693836978131213
2023-11-28,39.562624254473164,4.970178926441352,1.9880715705765408,12.922465208747516,22.067594433399602,17.892644135188867
2023-11-29,38.56858846918489,6.958250497017893,1.3916500994035785,11.530815109343937,20.675944333996025,20.278330019880716
2023-11-30,40.75546719681908,4.7713717693836974,1.1928429423459244,9.74155069582505,22.46520874751491,20.47713717693837
2023-12-01,41.5506958250497,5.7654075546719685,0.3976143141153081,4.970178926441352,21.868787276341948,24.85089463220676
2023-12-04,41.74950298210736,4.970178926441352,1.3916500994035785,5.964214711729622,21.669980119284293,23.658051689860834
2023-12-05,41.15308151093439,4.7713717693836974,3.180914512922465,6.759443339960239,22.86282306163022,20.675944333996025
2023-12-06,38.9662027833002,5.964214711729622,4.174950298210735,7.75347912524851,20.07952286282306,22.46520874751491
2023-12-07,38.767395626242546,6.958250497017893,3.5785288270377733,7.3558648111332,20.07952286282306,22.664015904572565
2023-12-08,40.357852882703774,6.759443339960239,3.180914512922465,6.759443339960239,19.681908548707753,22.664015904572565
2023-12-11,42.54473161033797,5.168986083499006,2.584493041749503,4.174950298210735,20.87475149105368,24.055666003976143
2023-12-12,41.74950298210736,4.970178926441352,3.7773359840954273,3.7773359840954273,20.87475149105368,24.254473161033797
2023-12-13,43.538767395626245,6.163021868787276,1.3916500994035785,1.5904572564612325,17.495029821073558,29.22465208747515
2023-12-14,43.141153081510936,5.7654075546719685,2.783300198807157,1.9880715705765408,12.524850894632205,33.20079522862823
2023-12-15,44.135188866799204,6.163021868787276,2.783300198807157,2.3856858846918487,15.50695825049702,28.429423459244536
2023-12-18,45.72564612326044,5.566600397614314,2.584493041749503,2.3856858846918487,15.50695825049702,27.634194831013914
2023-12-19,46.71968190854871,4.970178926441352,2.584493041749503,1.7892644135188867,13.717693836978132,29.62226640159046
2023-12-20,43.141153081510936,8.34990059642147,3.180914512922465,4.572564612326044,15.904572564612327,24.254473161033797
2023-12-21,47.912524850894634,4.174950298210735,3.180914512922465,3.180914512922465,14.314115308151093,26.640159045725646
2023-12-22,49.10536779324055,4.7713717693836974,2.1868787276341948,3.3797216699801194,14.314115308151093,25.646123260437374
2023-12-26,51.88866799204771,5.168986083499006,1.5904572564612325,3.180914512922465,13.717693836978132,23.856858846918488
2023-12-27,52.88270377733598,5.7654075546719685,1.5904572564612325,3.5785288270377733,12.922465208747516,22.664015904572565
2023-12-28,53.677932405566594,5.566600397614314,1.7892644135188867,2.982107355864811,12.524850894632205,22.86282306163022
2023-12-29,54.07554671968191,5.168986083499006,2.1868787276341948,3.180914512922465,12.922465208747516,21.868787276341948
2024-01-02,55.666003976143145,4.7713717693836974,1.7892644135188867,2.783300198807157,12.524850894632205,21.868787276341948
2024-01-03,55.666003976143145,6.36182902584493,0.7952286282306162,2.982107355864811,13.518886679920477,20.07952286282306
2024-01-04,54.87077534791253,7.3558648111332,1.3916500994035785,3.180914512922465,13.916500994035786,18.687872763419485
2024-01-05,54.87077534791253,6.759443339960239,2.3856858846918487,3.3797216699801194,13.12127236580517,18.886679920477135
2024-01-08,58.05168986083499,5.566600397614314,1.9880715705765408,2.783300198807157,12.326043737574553,18.687872763419485
2024-01-09,56.2624254473161,6.163021868787276,3.3797216699801194,3.7773359840954273,12.326043737574553,17.495029821073558
2024-01-10,57.25646123260437,6.759443339960239,3.5785288270377733,4.572564612326044,10.73558648111332,16.50099403578529
2024-01-11,57.45526838966203,8.151093439363818,2.783300198807157,6.163021868787276,9.74155069582505,15.109343936381709
2024-01-12,59.443339960238575,8.946322067594433,2.584493041749503,6.36182902584493,10.73558648111332,11.332007952286283
2024-01-16,59.443339960238575,8.747514910536779,3.180914512922465,9.145129224652088,9.145129224652088,9.74155069582505
2024-01-17,54.67196819085487,12.127236580516898,5.964214711729622,10.73558648111332,9.343936381709742,6.560636182902585
2024-01-18,55.46719681908549,10.536779324055665,6.759443339960239,10.73558648111332,8.34990059642147,7.5546719681908545
2024-01-19,57.25646123260437,8.151093439363818,7.75347912524851,10.139165009940358,7.952286282306163,8.151093439363818
2024-01-22,55.46719681908549,11.72962226640159,5.964214711729622,9.343936381709742,7.952286282306163,8.946322067594433
2024-01-23,57.057654075546715,9.940357852882704,6.759443339960239,7.3558648111332,9.542743538767395,8.747514910536779
2024-01-24,53.87673956262425,12.524850894632205,7.75347912524851,10.139165009940358,8.548707753479125,6.560636182902585
2024-01-25,57.85288270377733,10.337972166998012,7.3558648111332,7.952286282306163,8.34990059642147,7.5546719681908545
2024-01-26,58.64811133200796,10.73558648111332,7.157057654075547,7.5546719681908545,8.151093439363818,7.157057654075547
2024-01-29,59.04572564612326,11.530815109343937,5.964214711729622,6.759443339960239,7.5546719681908545,8.548707753479125
2024-01-30,60.437375745526836,9.145129224652088,6.958250497017893,9.542743538767395,6.163021868787276,7.157057654075547
2024-01-31,52.88270377733598,14.115308151093439,9.542743538767395,11.530815109343937,4.7713717693836974,6.560636182902585
2024-02-01,57.25646123260437,14.512922465208748,4.572564612326044,9.74155069582505,5.566600397614314,7.75347912524851
2024-02-02,55.46719681908549,13.518886679920477,7.952286282306163,11.133200795228628,5.168986083499006,6.163021868787276
2024-02-05,50.09940357852882,16.10337972166998,11.133200795228628,12.922465208747516,4.174950298210735,4.970178926441352
2024-02-06,53.47912524850894,15.904572564612327,9.145129224652088,11.72962226640159,4.174950298210735,4.970178926441352
2024-02-07,53.08151093439364,17.296222664015904,9.542743538767395,10.73558648111332,5.566600397614314,3.180914512922465
2024-02-08,54.27435387673957,14.115308151093439,11.530815109343937,12.326043737574553,3.9761431411530817,3.180914512922465
2024-02-09,54.87077534791253,14.115308151093439,10.337972166998012,13.518886679920477,3.5785288270377733,2.982107355864811
2024-02-12,55.666003976143145,13.320079522862823,10.536779324055665,11.72962226640159,4.572564612326044,3.5785288270377733
2024-02-13,45.92445328031809,21.272365805168985,11.928429423459244,14.115308151093439,3.3797216699801194,2.783300198807157
2024-02-14,51.689860834990064,15.904572564612327,12.524850894632205,14.115308151093439,2.982107355864811,2.1868787276341948
2024-02-15,55.26838966202783,15.308151093439365,9.74155069582505,10.934393638170974,6.36182902584493,1.7892644135188867
2024-02-16,54.07554671968191,14.115308151093439,12.326043737574553,11.332007952286283,5.566600397614314,1.9880715705765408
2024-02-20,54.67196819085487,14.7117296222664,11.332007952286283,11.928429423459244,5.168986083499006,1.7892644135188867
2024-02-21,56.063618290258454,15.705765407554672,9.145129224652088,9.74155069582505,5.36779324055666,3.5785288270377733
2024-02-22,55.864811133200796,17.296222664015904,7.952286282306163,9.940357852882704,5.168986083499006,3.3797216699801194
2024-02-23,58.05168986083499,15.50695825049702,7.952286282306163,9.74155069582505,4.3737574552683895,3.9761431411530817
2024-02-26,55.069582504970185,16.898608349900595,9.74155069582505,11.928429423459244,3.9761431411530817,1.9880715705765408
2024-02-27,55.069582504970185,16.898608349900595,9.542743538767395,10.536779324055665,3.9761431411530817,3.5785288270377733
2024-02-28,55.666003976143145,15.109343936381709,9.145129224652088,12.326043737574553,3.7773359840954273,3.5785288270377733
2024-02-29,57.65407554671968,15.308151093439365,6.560636182902585,11.133200795228628,4.3737574552683895,4.572564612326044
2024-03-01,59.64214711729622,13.518886679920477,6.759443339960239,10.73558648111332,5.7654075546719685,3.180914512922465
2024-03-04,61.431411530815105,11.133200795228628,7.3558648111332,10.934393638170974,4.7713717693836974,3.9761431411530817
2024-03-05,58.25049701789264,14.115308151093439,7.3558648111332,11.928429423459244,4.572564612326044,3.3797216699801194
2024-03-06,61.82902584493042,10.73558648111332,6.560636182902585,10.337972166998012,5.7654075546719685,4.3737574552683895
2024-03-07,62.82306163021869,10.73558648111332,4.970178926441352,9.542743538767395,5.566600397614314,5.964214711729622
2024-03-08,64.21471172962227,11.133200795228628,2.982107355864811,9.145129224652088,6.36182902584493,5.7654075546719685
2024-03-11,66.40159045725646,10.536779324055665,1.3916500994035785,8.548707753479125,5.964214711729622,6.759443339960239
2024-03-12,63.817097415506964,10.536779324055665,3.7773359840954273,9.74155069582505,4.970178926441352,6.759443339960239
2024-03-13,64.21471172962227,10.934393638170974,3.5785288270377733,7.952286282306163,6.560636182902585,6.36182902584493
2024-03-14,59.24453280318092,13.12127236580517,5.566600397614314,9.343936381709742,5.566600397614314,6.759443339960239
2024-03-15,56.85884691848907,16.898608349900595,4.3737574552683895,10.139165009940358,5.36779324055666,5.964214711729622
2024-03-18,57.057654075546715,17.495029821073558,3.3797216699801194,9.74155069582505,5.7654075546719685,6.163021868787276
2024-03-19,60.437375745526836,14.512922465208748,3.9761431411530817,8.747514910536779,5.7654075546719685,6.163021868787276
2024-03-20,65.60636182902584,10.337972166998012,3.3797216699801194,7.5546719681908545,5.7654075546719685,6.958250497017893
2024-03-21,66.99801192842942,9.343936381709742,2.783300198807157,7.952286282306163,6.163021868787276,6.36182902584493
2024-03-22,66.2027833001988,9.940357852882704,2.982107355864811,8.747514910536779,6.163021868787276,5.566600397614314
2024-03-25,63.22067594433399,11.332007952286283,4.572564612326044,7.5546719681908545,6.759443339960239,6.163021868787276
2024-03-26,61.82902584493042,11.72962226640159,4.970178926441352,10.536779324055665,5.168986083499006,5.36779324055666
2024-03-27,66.79920477137176,9.940357852882704,2.3856858846918487,4.3737574552683895,6.759443339960239,9.343936381709742
2024-03-28,68.98608349900597,8.151093439363818,2.3856858846918487,4.970178926441352,4.3737574552683895,10.73558648111332
2024-04-01,64.01590457256461,12.326043737574553,3.3797216699801194,5.7654075546719685,4.174950298210735,9.940357852882704
2024-04-02,58.8469184890656,16.898608349900595,4.174950298210735,6.36182902584493,5.168986083499006,8.151093439363818
2024-04-03,58.8469184890656,15.705765407554672,4.970178926441352,5.964214711729622,6.36182902584493,7.75347912524851
2024-04-04,50.695825049701796,21.868787276341948,7.157057654075547,7.5546719681908545,6.163021868787276,6.163021868787276
2024-04-05,57.45526838966203,15.50695825049702,6.560636182902585,7.75347912524851,5.566600397614314,6.759443339960239
2024-04-08,57.85288270377733,15.308151093439365,6.560636182902585,7.3558648111332,4.970178926441352,7.5546719681908545
2024-04-09,57.25646123260437,17.495029821073558,4.970178926441352,5.566600397614314,4.7713717693836974,9.542743538767395
2024-04-10,46.12326043737575,24.254473161033797,8.946322067594433,8.548707753479125,4.970178926441352,6.759443339960239
2024-04-11,44.731610337972164,25.24850894632207,9.542743538767395,9.940357852882704,3.9761431411530817,6.163021868787276
2024-04-12,34.59244532803181,32.007952286282304,12.326043737574553,10.934393638170974,4.572564612326044,5.168986083499006
2024-04-15,26.24254473161034,39.960238568588466,12.72365805168986,12.127236580516898,4.572564612326044,3.9761431411530817
2024-04-16,23.26043737574553,41.94831013916501,14.115308151093439,13.518886679920477,3.180914512922465,3.5785288270377733
2024-04-17,21.272365805168985,44.333996023856855,13.518886679920477,11.133200795228628,5.566600397614314,3.7773359840954273
2024-04-18,22.664015904572565,41.94831013916501,14.7117296222664,9.940357852882704,5.36779324055666,4.970178926441352
2024-04-19,27.037773359840955,37.37574552683897,15.308151093439365,8.548707753479125,5.36779324055666,5.964214711729622
2024-04-22,33.39960238568588,34.791252485089466,11.928429423459244,8.548707753479125,3.3797216699801194,7.5546719681908545
2024-04-23,39.363817097415506,30.61630218687873,9.74155069582505,9.343936381709742,2.3856858846918487,8.151093439363818
2024-04-24,39.562624254473164,32.007952286282304,8.151093439363818,9.145129224652088,1.9880715705765408,8.747514910536779
2024-04-25,37.77335984095427,31.01391650099404,11.72962226640159,9.343936381709742,1.3916500994035785,8.34990059642147
2024-04-26,37.17693836978131,32.80318091451292,10.536779324055665,9.145129224652088,2.584493041749503,7.3558648111332
2024-04-29,41.35188866799205,30.218687872763418,10.139165009940358,7.952286282306163,2.584493041749503,7.3558648111332
2024-04-30,34.1948310139165,32.40556660039761,15.50695825049702,9.940357852882704,1.3916500994035785,6.163021868787276
2024-05-01,34.59244532803181,32.40556660039761,15.904572564612327,9.343936381709742,2.1868787276341948,5.168986083499006
2024-05-02,35.984095427435385,32.60437375745527,14.910536779324055,7.157057654075547,3.5785288270377733,5.36779324055666
2024-05-03,39.165009940357855,29.82107355864811,14.115308151093439,8.747514910536779,2.783300198807157,4.970178926441352
